Part ID,Item Name,Report Time,Lot Mean,Vendor Site,Lot No,Inspector,Equipment
PART-B01,Roughness,2025/01/11 06:00,0.8152,VendorKR,L042,ENG2,EQP-04
PART-B01,Roughness,2025/01/11 12:00,0.863,VendorKR,L043,ENG2,EQP-04
PART-B01,Roughness,2025/01/11 18:00,0.7304,VendorKR,L044,ENG2,EQP-03
PART-B01,Roughness,2025/01/12 00:00,0.7491,VendorKR,L045,ENG3,EQP-04
PART-B01,Roughness,2025/01/12 06:00,0.8157,VendorKR,L046,ENG1,EQP-01
PART-B01,Roughness,2025/01/12 12:00,0.8023,VendorKR,L047,ENG1,EQP-01
PART-B01,Roughness,2025/01/12 18:00,0.8404,VendorKR,L048,ENG3,EQP-02
PART-B01,Roughness,2025/01/13 00:00,0.7725,VendorKR,L049,ENG3,EQP-03
PART-B01,Roughness,2025/01/13 06:00,0.7545,VendorKR,L050,ENG1,EQP-03
PART-B01,Roughness,2025/01/13 12:00,0.7961,VendorKR,L051,ENG1,EQP-02
PART-B01,Roughness,2025/01/13 18:00,0.7584,VendorKR,L052,ENG1,EQP-02
PART-B01,Roughness,2025/01/14 00:00,0.777,VendorKR,L053,ENG1,EQP-01
PART-B01,Roughness,2025/01/14 06:00,0.7903,VendorKR,L054,ENG2,EQP-04
PART-B01,Roughness,2025/01/14 12:00,0.8118,VendorKR,L055,ENG3,EQP-02
PART-B01,Roughness,2025/01/14 18:00,0.8979,VendorKR,L056,ENG3,EQP-01
PART-B01,Roughness,2025/01/15 00:00,0.7918,VendorKR,L057,ENG2,EQP-03
PART-B01,Roughness,2025/01/15 06:00,0.8074,VendorKR,L058,ENG2,EQP-03
PART-B01,Roughness,2025/01/15 12:00,0.8592,VendorKR,L059,ENG2,EQP-04
PART-B01,Roughness,2025/01/15 18:00,0.9035,VendorKR,L060,ENG3,EQP-01
PART-B01,Hardness,2025/01/01 00:00,56.401,VendorTW,L001,ENG2,EQP-04
PART-B01,Hardness,2025/01/01 06:00,53.3882,VendorTW,L002,ENG3,EQP-02
PART-B01,Hardness,2025/01/01 12:00,49.8732,VendorTW,L003,ENG3,EQP-01
PART-B01,Hardness,2025/01/01 18:00,53.2488,VendorTW,L004,ENG2,EQP-03
PART-B01,Hardness,2025/01/02 00:00,56.2037,VendorTW,L005,ENG3,EQP-01
PART-B01,Hardness,2025/01/02 06:00,53.5817,VendorTW,L006,ENG3,EQP-02
PART-B01,Hardness,2025/01/02 12:00,56.0067,VendorTW,L007,ENG3,EQP-01
PART-B01,Hardness,2025/01/02 18:00,55.164,VendorTW,L008,ENG1,EQP-02
PART-B01,Hardness,2025/01/03 00:00,49.1904,VendorTW,L009,ENG3,EQP-01
PART-B01,Hardness,2025/01/03 06:00,52.8559,VendorTW,L010,ENG3,EQP-01
PART-B01,Hardness,2025/01/03 12:00,53.5041,VendorTW,L011,ENG2,EQP-03
PART-B01,Hardness,2025/01/03 18:00,52.6051,VendorTW,L012,ENG2,EQP-03
PART-B01,Hardness,2025/01/04 00:00,53.2072,VendorTW,L013,ENG3,EQP-03
PART-B01,Hardness,2025/01/04 06:00,54.5114,VendorTW,L014,ENG3,EQP-02
PART-B01,Hardness,2025/01/04 12:00,52.3025,VendorTW,L015,ENG2,EQP-01
PART-B01,Hardness,2025/01/04 18:00,56.0957,VendorTW,L016,ENG3,EQP-04
PART-B01,Hardness,2025/01/05 00:00,53.4439,VendorTW,L017,ENG1,EQP-01
PART-B01,Hardness,2025/01/05 06:00,53.4105,VendorTW,L018,ENG3,EQP-04
PART-B01,Hardness,2025/01/05 12:00,57.5745,VendorTW,L019,ENG2,EQP-01
PART-B01,Hardness,2025/01/05 18:00,54.4716,VendorTW,L020,ENG3,EQP-01
PART-B01,Hardness,2025/01/06 00:00,55.824,VendorTW,L021,ENG1,EQP-03
PART-B01,Hardness,2025/01/06 06:00,52.9855,VendorTW,L022,ENG3,EQP-03
PART-B01,Hardness,2025/01/06 12:00,55.6168,VendorTW,L023,ENG2,EQP-01
PART-B01,Hardness,2025/01/06 18:00,52.7302,VendorTW,L024,ENG2,EQP-02
PART-B01,Hardness,2025/01/07 00:00,54.807,VendorTW,L025,ENG3,EQP-04
PART-B01,Hardness,2025/01/07 06:00,56.7925,VendorTW,L026,ENG3,EQP-03
PART-B01,Hardness,2025/01/07 12:00,56.0466,VendorTW,L027,ENG1,EQP-02
PART-B01,Hardness,2025/01/07 18:00,57.2041,VendorTW,L028,ENG2,EQP-02
PART-B01,Hardness,2025/01/08 00:00,55.6678,VendorTW,L029,ENG2,EQP-01
PART-B01,Hardness,2025/01/08 06:00,51.6384,VendorTW,L030,ENG1,EQP-03
PART-B01,Hardness,2025/01/08 12:00,54.9106,VendorTW,L031,ENG3,EQP-03
PART-B01,Hardness,2025/01/08 18:00,53.4501,VendorTW,L032,ENG2,EQP-01
PART-B01,Hardness,2025/01/09 00:00,52.5851,VendorTW,L033,ENG3,EQP-01
PART-B01,Hardness,2025/01/09 06:00,54.9299,VendorTW,L034,ENG3,EQP-02
PART-B01,Hardness,2025/01/09 12:00,54.0199,VendorTW,L035,ENG2,EQP-03
PART-B01,Hardness,2025/01/09 18:00,52.3991,VendorTW,L036,ENG1,EQP-01
PART-B01,Hardness,2025/01/10 00:00,53.1639,VendorTW,L037,ENG3,EQP-01
PART-B01,Hardness,2025/01/10 06:00,51.5583,VendorTW,L038,ENG2,EQP-01
PART-B01,Hardness,2025/01/10 12:00,53.8463,VendorTW,L039,ENG1,EQP-01
PART-B01,Hardness,2025/01/10 18:00,50.5989,VendorTW,L040,ENG1,EQP-01
PART-B01,Hardness,2025/01/11 00:00,56.9323,VendorTW,L041,ENG1,EQP-04
PART-B01,Hardness,2025/01/11 06:00,55.7939,VendorTW,L042,ENG2,EQP-01
PART-B01,Hardness,2025/01/11 12:00,53.3069,VendorTW,L043,ENG2,EQP-02
PART-B01,Hardness,2025/01/11 18:00,54.383,VendorTW,L044,ENG2,EQP-04
PART-B01,Hardness,2025/01/12 00:00,57.4784,VendorTW,L045,ENG1,EQP-03
PART-B01,Hardness,2025/01/12 06:00,55.192,VendorTW,L046,ENG3,EQP-02
PART-B01,Hardness,2025/01/12 12:00,51.8475,VendorTW,L047,ENG1,EQP-01
PART-B01,Hardness,2025/01/12 18:00,50.9863,VendorTW,L048,ENG2,EQP-02
PART-B01,Hardness,2025/01/13 00:00,54.4813,VendorTW,L049,ENG3,EQP-01
PART-B01,Hardness,2025/01/13 06:00,55.8723,VendorTW,L050,ENG2,EQP-03
PART-B01,Hardness,2025/01/13 12:00,56.7102,VendorTW,L051,ENG1,EQP-04
PART-B01,Hardness,2025/01/13 18:00,54.7413,VendorTW,L052,ENG2,EQP-02
PART-B01,Hardness,2025/01/14 00:00,53.2123,VendorTW,L053,ENG2,EQP-04
PART-B01,Hardness,2025/01/14 06:00,52.2265,VendorTW,L054,ENG1,EQP-02
PART-B01,Hardness,2025/01/14 12:00,53.4901,VendorTW,L055,ENG3,EQP-03
PART-B01,Hardness,2025/01/14 18:00,50.9042,VendorTW,L056,ENG3,EQP-04
PART-B01,Hardness,2025/01/15 00:00,53.7358,VendorTW,L057,ENG1,EQP-03
PART-B01,Hardness,2025/01/15 06:00,55.5921,VendorTW,L058,ENG1,EQP-02
PART-B01,Hardness,2025/01/15 12:00,57.9226,VendorTW,L059,ENG3,EQP-01
PART-B01,Hardness,2025/01/15 18:00,48.122,VendorTW,L060,ENG2,EQP-02
PART-B01,Hardness,2025/01/01 00:00,55.0975,VendorJP,L001,ENG1,EQP-02
PART-B01,Hardness,2025/01/01 06:00,52.0045,VendorJP,L002,ENG3,EQP-03
PART-B01,Hardness,2025/01/01 12:00,53.9673,VendorJP,L003,ENG2,EQP-01
PART-B01,Hardness,2025/01/01 18:00,55.3117,VendorJP,L004,ENG2,EQP-02
PART-B01,Hardness,2025/01/02 00:00,58.9687,VendorJP,L005,ENG3,EQP-02
PART-B01,Hardness,2025/01/02 06:00,57.3182,VendorJP,L006,ENG2,EQP-03
PART-B01,Hardness,2025/01/02 12:00,55.9745,VendorJP,L007,ENG1,EQP-04
PART-B01,Hardness,2025/01/02 18:00,56.5315,VendorJP,L008,ENG3,EQP-01
PART-B01,Hardness,2025/01/03 00:00,56.5569,VendorJP,L009,ENG1,EQP-04
PART-B01,Hardness,2025/01/03 06:00,54.3002,VendorJP,L010,ENG3,EQP-02
PART-B01,Hardness,2025/01/03 12:00,54.4662,VendorJP,L011,ENG3,EQP-03
PART-B01,Hardness,2025/01/03 18:00,52.9552,VendorJP,L012,ENG3,EQP-03
PART-B01,Hardness,2025/01/04 00:00,53.5622,VendorJP,L013,ENG3,EQP-03
PART-B01,Hardness,2025/01/04 06:00,55.1465,VendorJP,L014,ENG1,EQP-02
PART-B01,Hardness,2025/01/04 12:00,53.7459,VendorJP,L015,ENG2,EQP-04
PART-B01,Hardness,2025/01/04 18:00,55.2659,VendorJP,L016,ENG3,EQP-03
PART-B01,Hardness,2025/01/05 00:00,54.897,VendorJP,L017,ENG2,EQP-02
PART-B01,Hardness,2025/01/05 06:00,56.6603,VendorJP,L018,ENG2,EQP-02
PART-B01,Hardness,2025/01/05 12:00,54.8781,VendorJP,L019,ENG2,EQP-03
PART-B01,Hardness,2025/01/05 18:00,53.0776,VendorJP,L020,ENG3,EQP-02
PART-B01,Hardness,2025/01/06 00:00,53.771,VendorJP,L021,ENG2,EQP-04
PART-B01,Hardness,2025/01/06 06:00,52.4884,VendorJP,L022,ENG3,EQP-04
PART-B01,Hardness,2025/01/06 12:00,54.2473,VendorJP,L023,ENG2,EQP-01
PART-B01,Hardness,2025/01/06 18:00,54.3336,VendorJP,L024,ENG2,EQP-03
PART-B01,Hardness,2025/01/07 00:00,55.0329,VendorJP,L025,ENG2,EQP-01
PART-B01,Hardness,2025/01/07 06:00,55.6436,VendorJP,L026,ENG2,EQP-01
PART-B01,Hardness,2025/01/07 12:00,54.9599,VendorJP,L027,ENG3,EQP-02
PART-B01,Hardness,2025/01/07 18:00,55.7285,VendorJP,L028,ENG1,EQP-04
PART-B01,Hardness,2025/01/08 00:00,53.6209,VendorJP,L029,ENG3,EQP-01
PART-B01,Hardness,2025/01/08 06:00,55.1151,VendorJP,L030,ENG3,EQP-03
PART-B01,Hardness,2025/01/08 12:00,53.5871,VendorJP,L031,ENG2,EQP-02
PART-B01,Hardness,2025/01/08 18:00,56.7673,VendorJP,L032,ENG2,EQP-03
PART-B01,Hardness,2025/01/09 00:00,55.8128,VendorJP,L033,ENG2,EQP-01
PART-B01,Hardness,2025/01/09 06:00,55.4936,VendorJP,L034,ENG1,EQP-02
PART-B01,Hardness,2025/01/09 12:00,54.7077,VendorJP,L035,ENG2,EQP-03
PART-B01,Hardness,2025/01/09 18:00,59.7739,VendorJP,L036,ENG3,EQP-01
PART-B01,Hardness,2025/01/10 00:00,50.8472,VendorJP,L037,ENG1,EQP-02
PART-B01,Hardness,2025/01/10 06:00,56.5493,VendorJP,L038,ENG3,EQP-04
PART-B01,Hardness,2025/01/10 12:00,58.6542,VendorJP,L039,ENG2,EQP-01
PART-B01,Hardness,2025/01/10 18:00,59.1139,VendorJP,L040,ENG1,EQP-02
PART-B01,Hardness,2025/01/11 00:00,53.035,VendorJP,L041,ENG1,EQP-04
PART-B01,Hardness,2025/01/11 06:00,57.9961,VendorJP,L042,ENG3,EQP-01
PART-B01,Hardness,2025/01/11 12:00,57.9433,VendorJP,L043,ENG2,EQP-03
PART-B01,Hardness,2025/01/11 18:00,54.2388,VendorJP,L044,ENG1,EQP-02
PART-B01,Hardness,2025/01/12 00:00,54.9474,VendorJP,L045,ENG3,EQP-03
PART-B01,Hardness,2025/01/12 06:00,54.9868,VendorJP,L046,ENG1,EQP-02
PART-B01,Hardness,2025/01/12 12:00,56.3264,VendorJP,L047,ENG3,EQP-02
PART-B01,Hardness,2025/01/12 18:00,51.4222,VendorJP,L048,ENG1,EQP-01
PART-B01,Hardness,2025/01/13 00:00,54.6387,VendorJP,L049,ENG1,EQP-02
PART-B01,Hardness,2025/01/13 06:00,55.7656,VendorJP,L050,ENG2,EQP-04
PART-B01,Hardness,2025/01/13 12:00,52.0719,VendorJP,L051,ENG1,EQP-01
PART-B01,Hardness,2025/01/13 18:00,54.5457,VendorJP,L052,ENG2,EQP-01
PART-B01,Hardness,2025/01/14 00:00,58.8225,VendorJP,L053,ENG2,EQP-03
PART-B01,Hardness,2025/01/14 06:00,54.7757,VendorJP,L054,ENG1,EQP-01
PART-B01,Hardness,2025/01/14 12:00,54.4656,VendorJP,L055,ENG3,EQP-04
PART-B01,Hardness,2025/01/14 18:00,56.8165,VendorJP,L056,ENG3,EQP-02
PART-B01,Hardness,2025/01/15 00:00,53.6534,VendorJP,L057,ENG1,EQP-03
PART-B01,Hardness,2025/01/15 06:00,57.9918,VendorJP,L058,ENG1,EQP-04
PART-B01,Hardness,2025/01/15 12:00,56.1254,VendorJP,L059,ENG3,EQP-02
PART-B01,Hardness,2025/01/15 18:00,54.7033,VendorJP,L060,ENG3,EQP-02
PART-B01,Hardness,2025/01/01 00:00,60.4812,VendorKR,L001,ENG2,EQP-04
PART-B01,Hardness,2025/01/01 06:00,55.3379,VendorKR,L002,ENG3,EQP-01
PART-B01,Hardness,2025/01/01 12:00,58.5507,VendorKR,L003,ENG3,EQP-04
PART-B01,Hardness,2025/01/01 18:00,55.8879,VendorKR,L004,ENG2,EQP-03
PART-B01,Hardness,2025/01/02 00:00,57.0459,VendorKR,L005,ENG1,EQP-03
PART-B01,Hardness,2025/01/02 06:00,53.9096,VendorKR,L006,ENG3,EQP-03
PART-B01,Hardness,2025/01/02 12:00,54.1531,VendorKR,L007,ENG2,EQP-01
PART-B01,Hardness,2025/01/02 18:00,54.6648,VendorKR,L008,ENG2,EQP-04
PART-B01,Hardness,2025/01/03 00:00,57.0173,VendorKR,L009,ENG2,EQP-01
PART-B01,Hardness,2025/01/03 06:00,53.95,VendorKR,L010,ENG1,EQP-02
PART-B01,Hardness,2025/01/03 12:00,52.5296,VendorKR,L011,ENG3,EQP-04
PART-B01,Hardness,2025/01/03 18:00,58.1308,VendorKR,L012,ENG2,EQP-03
PART-B01,Hardness,2025/01/04 00:00,53.325,VendorKR,L013,ENG2,EQP-01
PART-B01,Hardness,2025/01/04 06:00,55.8355,VendorKR,L014,ENG1,EQP-03
PART-B01,Hardness,2025/01/04 12:00,54.5552,VendorKR,L015,ENG3,EQP-03
PART-B01,Hardness,2025/01/04 18:00,56.0014,VendorKR,L016,ENG3,EQP-01
PART-B01,Hardness,2025/01/05 00:00,59.7541,VendorKR,L017,ENG2,EQP-01
PART-B01,Hardness,2025/01/05 06:00,55.2161,VendorKR,L018,ENG1,EQP-01
PART-B01,Hardness,2025/01/05 12:00,57.4237,VendorKR,L019,ENG3,EQP-02
PART-B01,Hardness,2025/01/05 18:00,51.8969,VendorKR,L020,ENG3,EQP-01
PART-B01,Hardness,2025/01/06 00:00,56.1186,VendorKR,L021,ENG1,EQP-04
PART-B01,Hardness,2025/01/06 06:00,55.9095,VendorKR,L022,ENG3,EQP-01
PART-B01,Hardness,2025/01/06 12:00,58.544,VendorKR,L023,ENG1,EQP-02
PART-B01,Hardness,2025/01/06 18:00,53.6358,VendorKR,L024,ENG3,EQP-03
PART-B01,Hardness,2025/01/07 00:00,56.2583,VendorKR,L025,ENG1,EQP-02
PART-B01,Hardness,2025/01/07 06:00,57.6278,VendorKR,L026,ENG2,EQP-04
PART-B01,Hardness,2025/01/07 12:00,57.8243,VendorKR,L027,ENG3,EQP-02
PART-B01,Hardness,2025/01/07 18:00,50.5072,VendorKR,L028,ENG1,EQP-03
PART-B01,Hardness,2025/01/08 00:00,52.9503,VendorKR,L029,ENG2,EQP-02
PART-B01,Hardness,2025/01/08 06:00,59.4612,VendorKR,L030,ENG2,EQP-04
PART-B01,Hardness,2025/01/08 12:00,53.8004,VendorKR,L031,ENG1,EQP-01
PART-B01,Hardness,2025/01/08 18:00,54.8222,VendorKR,L032,ENG3,EQP-02
PART-B01,Hardness,2025/01/09 00:00,53.8563,VendorKR,L033,ENG3,EQP-03
PART-B01,Hardness,2025/01/09 06:00,56.0731,VendorKR,L034,ENG1,EQP-03
PART-B01,Hardness,2025/01/09 12:00,56.2217,VendorKR,L035,ENG1,EQP-01
PART-B01,Hardness,2025/01/09 18:00,53.7988,VendorKR,L036,ENG2,EQP-01
PART-B01,Hardness,2025/01/10 00:00,59.9575,VendorKR,L037,ENG1,EQP-03
PART-B01,Hardness,2025/01/10 06:00,59.3663,VendorKR,L038,ENG1,EQP-04
PART-B01,Hardness,2025/01/10 12:00,55.2126,VendorKR,L039,ENG1,EQP-04
PART-B01,Hardness,2025/01/10 18:00,57.3567,VendorKR,L040,ENG3,EQP-04
PART-B01,Hardness,2025/01/11 00:00,59.4911,VendorKR,L041,ENG1,EQP-01
PART-B01,Hardness,2025/01/11 06:00,55.5928,VendorKR,L042,ENG3,EQP-04
PART-B01,Hardness,2025/01/11 12:00,58.1491,VendorKR,L043,ENG1,EQP-03
PART-B01,Hardness,2025/01/11 18:00,55.5772,VendorKR,L044,ENG2,EQP-02
PART-B01,Hardness,2025/01/12 00:00,54.315,VendorKR,L045,ENG3,EQP-04
PART-B01,Hardness,2025/01/12 06:00,53.803,VendorKR,L046,ENG3,EQP-03
PART-B01,Hardness,2025/01/12 12:00,56.5663,VendorKR,L047,ENG2,EQP-03
PART-B01,Hardness,2025/01/12 18:00,53.7729,VendorKR,L048,ENG3,EQP-04
PART-B01,Hardness,2025/01/13 00:00,58.3472,VendorKR,L049,ENG1,EQP-01
PART-B01,Hardness,2025/01/13 06:00,55.961,VendorKR,L050,ENG1,EQP-01
PART-B01,Hardness,2025/01/13 12:00,58.027,VendorKR,L051,ENG1,EQP-02
PART-B01,Hardness,2025/01/13 18:00,53.8576,VendorKR,L052,ENG1,EQP-01
PART-B01,Hardness,2025/01/14 00:00,52.6325,VendorKR,L053,ENG1,EQP-01
PART-B01,Hardness,2025/01/14 06:00,53.7626,VendorKR,L054,ENG3,EQP-03
PART-B01,Hardness,2025/01/14 12:00,54.1643,VendorKR,L055,ENG2,EQP-01
PART-B01,Hardness,2025/01/14 18:00,57.9971,VendorKR,L056,ENG2,EQP-03
PART-B01,Hardness,2025/01/15 00:00,54.9541,VendorKR,L057,ENG2,EQP-04
PART-B01,Hardness,2025/01/15 06:00,55.0301,VendorKR,L058,ENG3,EQP-03
PART-B01,Hardness,2025/01/15 12:00,55.4337,VendorKR,L059,ENG2,EQP-04
PART-B01,Hardness,2025/01/15 18:00,57.8602,VendorKR,L060,ENG1,EQP-01
PART-B01,Flatness,2025/01/01 00:00,0.1816,VendorTW,L001,ENG2,EQP-04
PART-B01,Flatness,2025/01/01 06:00,0.1987,VendorTW,L002,ENG3,EQP-02
PART-B01,Flatness,2025/01/01 12:00,0.2232,VendorTW,L003,ENG3,EQP-02
PART-B01,Flatness,2025/01/01 18:00,0.1881,VendorTW,L004,ENG2,EQP-01
PART-B01,Flatness,2025/01/02 00:00,0.1795,VendorTW,L005,ENG1,EQP-03
PART-B01,Flatness,2025/01/02 06:00,0.176,VendorTW,L006,ENG3,EQP-04
PART-B01,Flatness,2025/01/02 12:00,0.2168,VendorTW,L007,ENG2,EQP-03
PART-B01,Flatness,2025/01/02 18:00,0.161,VendorTW,L008,ENG2,EQP-01
PART-B01,Flatness,2025/01/03 00:00,0.2236,VendorTW,L009,ENG2,EQP-01
PART-B01,Flatness,2025/01/03 06:00,0.1662,VendorTW,L010,ENG2,EQP-02
PART-B01,Flatness,2025/01/03 12:00,0.1907,VendorTW,L011,ENG3,EQP-04
PART-B01,Flatness,2025/01/03 18:00,0.2096,VendorTW,L012,ENG2,EQP-03
PART-B01,Flatness,2025/01/04 00:00,0.1833,VendorTW,L013,ENG3,EQP-02
PART-B01,Flatness,2025/01/04 06:00,0.1847,VendorTW,L014,ENG1,EQP-02
PART-B01,Flatness,2025/01/04 12:00,0.1873,VendorTW,L015,ENG2,EQP-01
PART-B01,Flatness,2025/01/04 18:00,0.2018,VendorTW,L016,ENG1,EQP-01
PART-B01,Flatness,2025/01/05 00:00,0.1887,VendorTW,L017,ENG1,EQP-02
PART-B01,Flatness,2025/01/05 06:00,0.1711,VendorTW,L018,ENG2,EQP-02
PART-B01,Flatness,2025/01/05 12:00,0.1673,VendorTW,L019,ENG3,EQP-04
PART-B01,Flatness,2025/01/05 18:00,0.1784,VendorTW,L020,ENG1,EQP-04
PART-B01,Flatness,2025/01/06 00:00,0.171,VendorTW,L021,ENG2,EQP-04
PART-B01,Flatness,2025/01/06 06:00,0.1299,VendorTW,L022,ENG2,EQP-02
PART-B01,Flatness,2025/01/06 12:00,0.2112,VendorTW,L023,ENG1,EQP-01
PART-B01,Flatness,2025/01/06 18:00,0.2009,VendorTW,L024,ENG1,EQP-03
PART-B01,Flatness,2025/01/07 00:00,0.1684,VendorTW,L025,ENG2,EQP-02
PART-B01,Flatness,2025/01/07 06:00,0.2207,VendorTW,L026,ENG2,EQP-04
PART-B01,Flatness,2025/01/07 12:00,0.1888,VendorTW,L027,ENG2,EQP-02
PART-B01,Flatness,2025/01/07 18:00,0.2178,VendorTW,L028,ENG1,EQP-01
PART-B01,Flatness,2025/01/08 00:00,0.1289,VendorTW,L029,ENG2,EQP-03
PART-B01,Flatness,2025/01/08 06:00,0.2106,VendorTW,L030,ENG2,EQP-01
PART-B01,Flatness,2025/01/08 12:00,0.1882,VendorTW,L031,ENG2,EQP-03
PART-B01,Flatness,2025/01/08 18:00,0.179,VendorTW,L032,ENG1,EQP-03
PART-B01,Flatness,2025/01/09 00:00,0.208,VendorTW,L033,ENG1,EQP-02
PART-B01,Flatness,2025/01/09 06:00,0.2298,VendorTW,L034,ENG2,EQP-01
PART-B01,Flatness,2025/01/09 12:00,0.1825,VendorTW,L035,ENG1,EQP-04
PART-B01,Flatness,2025/01/09 18:00,0.2131,VendorTW,L036,ENG1,EQP-01
PART-B01,Flatness,2025/01/10 00:00,0.1572,VendorTW,L037,ENG3,EQP-01
PART-B01,Flatness,2025/01/10 06:00,0.2041,VendorTW,L038,ENG2,EQP-03
PART-B01,Flatness,2025/01/10 12:00,0.1924,VendorTW,L039,ENG2,EQP-02
PART-B01,Flatness,2025/01/10 18:00,0.1764,VendorTW,L040,ENG1,EQP-03
PART-B01,Flatness,2025/01/11 00:00,0.2062,VendorTW,L041,ENG3,EQP-02
PART-B01,Flatness,2025/01/11 06:00,0.1879,VendorTW,L042,ENG3,EQP-01
PART-B01,Flatness,2025/01/11 12:00,0.2006,VendorTW,L043,ENG2,EQP-01
PART-B01,Flatness,2025/01/11 18:00,0.1955,VendorTW,L044,ENG3,EQP-01
PART-B01,Flatness,2025/01/12 00:00,0.1873,VendorTW,L045,ENG2,EQP-02
PART-B01,Flatness,2025/01/12 06:00,0.1593,VendorTW,L046,ENG1,EQP-02
PART-B01,Flatness,2025/01/12 12:00,0.199,VendorTW,L047,ENG1,EQP-04
PART-B01,Flatness,2025/01/12 18:00,0.188,VendorTW,L048,ENG2,EQP-03
PART-B01,Flatness,2025/01/13 00:00,0.1436,VendorTW,L049,ENG3,EQP-02
PART-B01,Flatness,2025/01/13 06:00,0.2262,VendorTW,L050,ENG3,EQP-01
PART-B01,Flatness,2025/01/13 12:00,0.1722,VendorTW,L051,ENG3,EQP-03
PART-B01,Flatness,2025/01/13 18:00,0.1853,VendorTW,L052,ENG2,EQP-03
PART-B01,Flatness,2025/01/14 00:00,0.218,VendorTW,L053,ENG2,EQP-01
PART-B01,Flatness,2025/01/14 06:00,0.1755,VendorTW,L054,ENG1,EQP-03
PART-B01,Flatness,2025/01/14 12:00,0.2106,VendorTW,L055,ENG3,EQP-03
PART-B01,Flatness,2025/01/14 18:00,0.1915,VendorTW,L056,ENG1,EQP-01
PART-B01,Flatness,2025/01/15 00:00,0.209,VendorTW,L057,ENG1,EQP-03
PART-B01,Flatness,2025/01/15 06:00,0.1733,VendorTW,L058,ENG3,EQP-02
PART-B01,Flatness,2025/01/15 12:00,0.2088,VendorTW,L059,ENG3,EQP-01
PART-B01,Flatness,2025/01/15 18:00,0.1841,VendorTW,L060,ENG3,EQP-03
PART-B01,Flatness,2025/01/01 00:00,0.1791,VendorJP,L001,ENG2,EQP-01
PART-B01,Flatness,2025/01/01 06:00,0.2231,VendorJP,L002,ENG2,EQP-04
PART-B01,Flatness,2025/01/01 12:00,0.1971,VendorJP,L003,ENG2,EQP-04
PART-B01,Flatness,2025/01/01 18:00,0.1878,VendorJP,L004,ENG3,EQP-04
PART-B01,Flatness,2025/01/02 00:00,0.2031,VendorJP,L005,ENG1,EQP-03
PART-B01,Flatness,2025/01/02 06:00,0.1974,VendorJP,L006,ENG3,EQP-03
PART-B01,Flatness,2025/01/02 12:00,0.2068,VendorJP,L007,ENG3,EQP-04
PART-B01,Flatness,2025/01/02 18:00,0.2178,VendorJP,L008,ENG1,EQP-02
PART-B01,Flatness,2025/01/03 00:00,0.2222,VendorJP,L009,ENG1,EQP-04
PART-B01,Flatness,2025/01/03 06:00,0.2753,VendorJP,L010,ENG3,EQP-01
PART-B01,Flatness,2025/01/03 12:00,0.1996,VendorJP,L011,ENG1,EQP-03
PART-B01,Flatness,2025/01/03 18:00,0.2036,VendorJP,L012,ENG1,EQP-01
PART-B01,Flatness,2025/01/04 00:00,0.2034,VendorJP,L013,ENG1,EQP-04
PART-B01,Flatness,2025/01/04 06:00,0.2073,VendorJP,L014,ENG3,EQP-04
PART-B01,Flatness,2025/01/04 12:00,0.2099,VendorJP,L015,ENG2,EQP-01
PART-B01,Flatness,2025/01/04 18:00,0.1913,VendorJP,L016,ENG1,EQP-01
PART-B01,Flatness,2025/01/05 00:00,0.2115,VendorJP,L017,ENG3,EQP-02
PART-B01,Flatness,2025/01/05 06:00,0.2342,VendorJP,L018,ENG1,EQP-01
PART-B01,Flatness,2025/01/05 12:00,0.1743,VendorJP,L019,ENG2,EQP-03
PART-B01,Flatness,2025/01/05 18:00,0.2242,VendorJP,L020,ENG1,EQP-04
PART-B01,Flatness,2025/01/06 00:00,0.1747,VendorJP,L021,ENG2,EQP-02
PART-B01,Flatness,2025/01/06 06:00,0.2178,VendorJP,L022,ENG1,EQP-04
PART-B01,Flatness,2025/01/06 12:00,0.199,VendorJP,L023,ENG3,EQP-02
PART-B01,Flatness,2025/01/06 18:00,0.1947,VendorJP,L024,ENG1,EQP-03
PART-B01,Flatness,2025/01/07 00:00,0.2407,VendorJP,L025,ENG1,EQP-03
PART-B01,Flatness,2025/01/07 06:00,0.1657,VendorJP,L026,ENG2,EQP-04
PART-B01,Flatness,2025/01/07 12:00,0.208,VendorJP,L027,ENG1,EQP-02
PART-B01,Flatness,2025/01/07 18:00,0.1935,VendorJP,L028,ENG1,EQP-04
PART-B01,Flatness,2025/01/08 00:00,0.1892,VendorJP,L029,ENG2,EQP-02
PART-B01,Flatness,2025/01/08 06:00,0.1777,VendorJP,L030,ENG1,EQP-02
PART-B01,Flatness,2025/01/08 12:00,0.1954,VendorJP,L031,ENG3,EQP-03
PART-B01,Flatness,2025/01/08 18:00,0.2078,VendorJP,L032,ENG3,EQP-03
PART-B01,Flatness,2025/01/09 00:00,0.2265,VendorJP,L033,ENG3,EQP-01
PART-B01,Flatness,2025/01/09 06:00,0.2075,VendorJP,L034,ENG3,EQP-02
PART-B01,Flatness,2025/01/09 12:00,0.233,VendorJP,L035,ENG3,EQP-03
PART-B01,Flatness,2025/01/09 18:00,0.2073,VendorJP,L036,ENG3,EQP-02
PART-B01,Flatness,2025/01/10 00:00,0.1911,VendorJP,L037,ENG3,EQP-02
PART-B01,Flatness,2025/01/10 06:00,0.1837,VendorJP,L038,ENG3,EQP-04
